"ROUTE_YEAR","ROUTE_MONTH","ORIGIN","TOTAL_LEG_MILES","WEIGHTED_MILES_PER_STOP","MEDIAN_ROUTE_DAY_MILES_PER_STOP","P75_MILES_PER_STOP","MAX_MILES_PER_STOP","GEOGRAPHY_MULTIPLIER","ROUTE_DAYS","TOTAL_STOPS"
2026,8,XD_8110_NH_Bedford.PXCR,16830.97,10.11,11.77,13.98,22.35,1.5,228,1665
2026,8,XD_8162_OH_Toledo.KBDL,17313.52,10.44,11.71,20.85,27.68,1.5,240,1658
2026,8,XD_8162_IN_SouthBend.YZER,31948.6,12.61,11.54,17.3,27.55,1.5,270,2534
2026,8,XD_8120_VA_Richmond.YZER,19368.81,13.39,11.51,25.93,55.72,1.5,250,1446
2026,8,XD_8126_AL_Montgomery.YZER,20861.04,12.65,11.37,18.84,42.38,1.5,203,1649
2026,8,"8115.YZER",14689.99,9.55,11.28,17.67,27.12,1.49,135,1538
2026,8,XD_8163_OH_Cleveland.YZER,4015.57,19.78,11.04,20.37,51.58,1.48,59,203
2026,8,XD_8182_NV_Reno.DSOA,9868.19,14.39,11.03,27.82,108.4,1.48,116,686
2026,8,"8170.DSOA",1684.94,11.23,10.94,11.76,13.37,1.48,14,150
2026,8,XD_8160_CT_RockyHill.YZER,107822.38,35.69,10.51,13.76,831.84,1.46,309,3021
2026,8,XD_8145_WI_LaCrosse.CAPL,5071.93,11.58,10.25,18.42,32.16,1.45,119,438
2026,8,XD_8195_FL_Pensacola.HDSD,6285.71,9.81,10.19,18.34,33.03,1.45,143,641
2026,8,XD_8145_ND_GrandForks.CAPL,8394.34,22.69,10.18,24.1,667.51,1.45,75,370
2026,8,XD_8163_KY_Louisville.KBDL,25464.54,15.93,10.15,31.6,87.71,1.45,357,1599
2026,8,XD_8126_AL_Mobile.YZER,28488.79,18.73,10.09,20.33,1361.18,1.44,167,1521
2026,8,"8126.YZER",60941.7,15.02,9.98,14.63,210.86,1.44,385,4058
2026,8,"8155.YZER",125.65,9.67,9.86,10.17,10.48,1.43,3,13
2026,8,XD_8115_TX_Carrollton.DSOA,17327.49,9.81,9.75,22.73,30.43,1.43,180,1767
2026,8,"8138.XPRS",32694.19,17.84,9.71,27.5,1897.04,1.43,237,1833
2026,8,XD_8126_AL_Madison.YZER,18970.28,10.13,9.69,11.01,95.12,1.43,214,1873
2026,8,XD_8145_IA_SiouxCity.CAPL,3565.05,9.48,9.68,15.58,18.6,1.43,75,376
2026,8,XD_8183_MO_STLROI.CAPL,5319.6,7.56,9.49,12.12,19.68,1.42,120,704
2026,8,XD_8165_AR_FortSmith.CAPL,25109.82,23.1,9.32,16.37,1184.29,1.41,117,1087
2026,8,XD_8183_MO_Columbia.CAPL,10196.18,10.28,9.28,14.18,28.66,1.41,135,992
2026,8,XD_8160_NY_Colonie.AXLG,54871.82,51.09,9.24,30.23,517.16,1.41,283,1074
2026,8,"8110.YZER",40277.84,9.4,9.21,12.85,32.33,1.41,483,4284
2026,8,XD_8162_PA_Pittsburgh.YZER,155930.54,63.16,9.11,18.95,1337.05,1.4,270,2469
2026,8,XD_8147_CA_SantaBarbara.YZER,11888.66,9.39,9.07,14.83,30.19,1.4,165,1266
2026,8,XD_8170_AZ_Yuma.AVBV,1172.79,4.04,9.04,9.04,43.28,1.4,34,290
2026,8,"8160.LEXQ",582.32,9.24,8.97,10.33,11.77,1.39,19,63
2026,8,XD_8148_SC_Greenville.YZER,17061.11,9.61,8.95,17.83,36.82,1.39,251,1776
2026,8,XD_8126_MS_Tupelo.YZER,8623.78,14.74,8.88,13.24,172.82,1.39,75,585
2026,8,XD_8120_NC_Greensboro.YZER,19780.96,9.49,8.87,13.18,38.85,1.39,381,2085
2026,8,XD_8180_ID_Pocatello.RIDS,4637.35,9.66,8.87,20.86,32.09,1.39,75,480
2026,8,XD_8182_CA_Petaluma.FCCD,9614.2,9.71,8.7,14.27,31.65,1.38,199,990
2026,8,XD_8182_CA_Eureka.FCCD,2028.68,7.99,8.55,11.22,13.47,1.37,63,254
2026,8,XD_8110_CT_Meriden.PXCR,617.68,7.27,8.36,9.24,9.25,1.37,35,85
2026,8,XD_8163_OH_Dayton.KBDL,10490.73,10.6,8.34,13.94,42.04,1.36,172,990
2026,8,XD_8182_CA_Fresno.YZER,21748.05,19.37,8.33,13.11,198.09,1.36,165,1123
2026,8,XD_8173_OR_Salem.DSOA,5197.76,10.78,8.2,17.72,19.94,1.36,75,482
2026,8,XD_8160_NY_Cheektowaga.YZER,46209.48,26.26,8.08,17.35,406.38,1.35,300,1760
2026,8,XD_8110_ME_Westbrook.PXCR,7101.75,9.74,7.99,17.02,27.93,1.35,210,729
2026,8,"8163.KBDL",637.53,7.33,7.97,8.04,8.24,1.35,24,87
2026,8,XD_8162_OH_Cleveland.YZER,30548.19,9.61,7.96,13.97,31.9,1.35,429,3179
2026,8,XD_8195_FL_Ocala.HDSD,3762.5,6.69,7.94,8.06,9.46,1.34,60,562
2026,8,XD_8180_ID_TwinFalls.RIDS,3716.42,8.96,7.93,15.71,31.47,1.34,60,415
2026,8,XD_8173_OR_Pendleton.DSOA,5845.16,9.55,7.88,9.89,36.22,1.34,94,612
2026,8,XD_8180_UT_SaltLakeCity.RIDS,37476.0,12.69,7.77,14.47,135.39,1.34,584,2953
2026,8,"8165.CAPL",38430.41,7.73,7.76,13.16,112.87,1.34,411,4971
2026,8,XD_8131_SD_RapidCity.CAPL,3124.55,10.77,7.57,16.78,34.86,1.33,60,290
2026,8,XD_8162_MI_Flint.YZER,19723.97,11.06,7.53,15.2,38.02,1.32,197,1783
2026,8,XD_8115_TX_Harlingen.HDSD,12237.15,6.44,7.01,8.06,59.63,1.3,187,1901
2026,8,XD_8145_NE_Lincoln.CAPL,7472.14,8.1,6.96,11.8,25.59,1.29,150,923
2026,8,XD_8165_OK_Tulsa.CAPL,18942.99,7.28,6.94,11.53,57.89,1.29,240,2602
2026,8,"8195.YZER",4893.41,6.12,6.91,10.21,15.25,1.29,76,799
2026,8,XD_8173_OR_Eugene.DSOA,7888.74,8.75,6.9,11.71,26.55,1.29,138,902
2026,8,XD_8148_TN_Chattanooga.MDGA,7104.85,6.99,6.83,9.07,16.74,1.29,124,1016
2026,8,XD_8126_LA_NewOrleans.HDSD,15232.8,7.72,6.72,11.48,25.26,1.28,393,1974
2026,8,XD_8149_TN_Nashville.YZER,780.89,9.41,6.65,6.65,35.29,1.27,19,83
2026,8,XD_8148_NC_Charlotte.YZER,24368.85,8.69,6.62,13.74,39.18,1.27,482,2804
2026,8,"8183.YZER",391.58,5.93,6.52,6.52,6.53,1.27,15,66
2026,8,XD_8182_CA_Salida.YZER,11657.13,7.39,6.46,10.03,61.98,1.26,214,1577
2026,8,XD_8163_TN_Nashville.YZER,21524.32,7.38,6.42,10.44,37.04,1.26,308,2917
2026,8,XD_8170_TX_ElPaso.DMYC,10799.31,8.89,6.41,23.4,128.03,1.26,231,1215
2026,8,XD_8170_NM_Albuquerque.DMYC,27295.75,14.35,6.29,35.01,90.0,1.25,422,1902
2026,8,XD_8115_TX_SanAntonioYZER.YZER,47019.37,9.91,6.28,17.79,45.96,1.25,410,4743
2026,8,XD_8144_WI_MilwaukeeMed.MEDD,9252.87,6.92,6.13,10.36,72.67,1.24,260,1337
2026,8,XD_8195_FL_Tampa.YZER,32469.22,7.37,6.13,11.3,80.55,1.24,380,4404
2026,8,XD_8112_WA_Arlington.YZER,26372.7,7.05,6.12,9.81,45.22,1.24,426,3741
2026,8,"8148.YZER",31543.7,6.67,6.06,8.87,36.5,1.24,488,4731
2026,8,XD_8165_TX_Midland.HDSD,5060.05,9.15,6.03,30.96,45.48,1.24,101,553
2026,8,XD_8173_WA_Yakima.WPXC,4056.88,7.19,6.02,11.62,23.77,1.24,90,564
2026,8,XD_8195_FL_Jacksonville.YZER,10529.23,7.38,5.97,8.15,87.79,1.23,161,1426
2026,8,XD_8145_MO_KansasCity.CAPL,31420.72,8.94,5.92,15.59,42.06,1.23,648,3514
2026,8,XD_8170_AZ_PrescottValley.AVBV,2033.01,5.89,5.91,6.39,6.39,1.23,30,345
2026,8,XD_8145_MN_Brainerd.CAPL,2034.6,5.7,5.85,6.81,8.44,1.23,45,357
2026,8,XD_8115_LA_NewOrleans.HDSD,13759.21,14.7,5.74,11.44,286.44,1.22,223,936
2026,8,XD_8183_MO_Joplin.CAPL,973.93,4.16,5.61,7.3,11.1,1.21,33,234
2026,8,XD_8148_SC_Charleston.YZER,4703.38,4.53,5.48,7.75,13.52,1.2,128,1039
2026,8,XD_8163_IN_Indianapolis.KBDL,11997.55,9.0,5.47,15.4,26.89,1.2,180,1333
2026,8,XD_8165_KS_Wichita.CAPL,7688.95,8.71,5.47,13.25,43.1,1.2,189,883
2026,8,XD_8115_LA_BatonRouge.HDSD,9725.59,7.3,5.44,13.05,61.11,1.2,192,1332
2026,8,"8112.YZER",2094.57,5.36,5.43,8.08,11.1,1.2,53,391
2026,8,XD_8155_NJ_Moorestown.YZER,36276.03,5.74,5.31,7.5,23.16,1.19,590,6323
2026,8,"8183.CAPL",91.75,8.34,5.26,9.5,22.23,1.19,4,11
2026,8,XD_8144_IL_Naperville.YZER,46770.58,6.06,5.18,7.49,49.58,1.18,747,7717
2026,8,XD_8173_OR_Portland.DSOA,15676.21,5.78,5.08,7.97,31.15,1.18,320,2712
2026,8,XD_8120_VA_Norfolk.YZER,5871.18,5.71,5.07,13.83,32.63,1.18,181,1029
2026,8,XD_8195_FL_Orlando.YZER,23576.36,6.65,4.83,7.82,338.18,1.16,350,3547
2026,8,XD_8163_OH_Cincinnati.KBDL,10924.55,7.3,4.8,7.98,26.62,1.16,229,1497
2026,8,XD_8147_CA_PalmSprings.YZER,4815.1,6.34,4.61,8.87,22.34,1.14,90,759
2026,8,XD_8162_MI_Livonia.YZER,47302.71,5.4,4.57,6.49,37.91,1.14,825,8765
2026,8,XD_8183_MO_StLouis.YZER,58395.56,13.13,4.57,17.86,255.6,1.14,377,4446
2026,8,XD_8144_WI_Milwaukee.YZER,19165.41,9.03,4.51,6.37,156.29,1.13,154,2122
2026,8,XD_8182_CA_Sacramento.YZER,19605.55,5.68,4.46,9.3,40.22,1.13,402,3451
2026,8,XD_8120_VA_Madisonheights.YZER,1490.54,5.65,4.45,7.98,16.19,1.13,60,264
2026,8,XD_8182_CA_UnionCity.YZER,29092.78,4.91,4.42,6.47,37.64,1.13,573,5930
2026,8,XD_8195_FL_WestPalmBeach.YZER,10048.32,5.21,4.34,5.91,20.17,1.12,135,1930
2026,8,XD_8115_TX_Austin.YZER,24023.06,6.85,4.28,9.88,27.19,1.12,259,3507
2026,8,XD_8131_CO_DenverYzer.YZER,12773.22,11.06,4.26,20.01,65.63,1.12,60,1155
2026,8,XD_8144_WI_Madison.YZER,14449.49,7.95,4.25,13.1,24.12,1.11,247,1818
2026,8,XD_8120_MD_Hanover.YZER,35050.68,5.12,4.25,7.41,46.98,1.11,637,6842
2026,8,XD_8180_UT_SaltLakeCityDSOA.DSOA,3852.2,3.49,4.19,6.71,18.83,1.11,248,1105
2026,8,XD_8183_KS_LeavenworthCMOP.ACKG,331.17,3.76,4.14,6.9,10.35,1.11,31,88
2026,8,XD_8145_IA_CedarRapids.CAPL,4035.64,5.28,4.12,13.0,20.79,1.1,154,764
2026,8,XD_8115_TX_Houston.YZER,48001.99,5.55,3.99,7.76,107.36,1.09,605,8651
2026,8,XD_8182_CA_Redding.FCCD,5282.09,14.12,3.94,30.68,40.7,1.09,84,374
2026,8,"8173.DSOA",1730.53,3.47,3.93,4.59,9.76,1.09,45,499
2026,8,XD_8180_ID_Boise.RIDS,6066.93,5.48,3.88,6.41,18.75,1.08,150,1108
2026,8,XD_8165_AR_Springdale.CAPL,5731.32,4.26,3.87,4.49,15.9,1.08,96,1345
2026,8,"8147.YZER",52134.92,6.71,3.85,7.91,247.05,1.08,926,7774
2026,8,XD_8147_CA_Ontario.YZER,19569.44,4.67,3.77,7.24,22.57,1.08,405,4194
2026,8,XD_8165_TX_Carrollton.DSOA,51079.74,5.26,3.67,5.83,64.96,1.07,795,9712
2026,8,XD_8195_FL_Gainesville.HDSD,2808.2,6.61,3.61,12.25,23.56,1.06,119,425
2026,8,"8131.YZER",23932.69,6.46,3.51,6.52,79.03,1.05,206,3704
2026,8,XD_8145_NE_Omaha.CAPL,11748.17,7.28,3.5,14.66,36.54,1.05,268,1614
2026,8,XD_8115_TX_CorpusChristi.HDSD,6189.75,7.72,3.45,14.48,20.52,1.05,105,802
2026,8,XD_8195_FL_Miami.YZER,19385.9,6.05,3.38,5.95,346.24,1.04,256,3205
2026,8,XD_8173_OR_CentralPoint.DSOA,15028.91,22.46,3.29,13.45,624.75,1.03,147,669
2026,8,XD_8112_WA_Auburn.YZER,41207.63,4.69,3.28,5.25,478.46,1.03,796,8783
2026,8,XD_8145_MN_StPaul.CAPL,31006.29,5.51,3.2,5.57,858.94,1.02,772,5625
2026,8,XD_8160_NY_Farmingdale.YZER,26231.86,3.53,3.15,4.46,25.43,1.02,497,7427
2026,8,XD_8147_CA_SanDiego.YZER,19267.07,5.5,3.0,4.28,349.92,1.0,318,3506
2026,8,XD_8170_NV_LasVegas.YZER,8466.85,4.05,2.98,3.49,164.53,1.0,176,2090
2026,8,XD_8170_AZ_Tucson.DSOA,12309.97,5.75,2.97,8.03,33.8,1.0,198,2140
2026,8,"8170.AVBV",13295.35,3.86,2.96,6.25,255.67,1.0,309,3442
2026,8,XD_8155_NJ_Carlstadt.YZER,31763.01,2.98,2.91,4.32,19.48,0.99,874,10663
2026,8,XD_8147_CA_LosAngeles.YZER,79383.22,8.33,2.72,3.58,823.09,0.97,884,9526
2026,8,XD_8173_OR_Bend.DSOA,4348.07,8.11,2.61,15.18,58.2,0.96,98,536
2026,8,XD_8147_CA_Bakersfield.YZER,1943.81,2.87,2.43,4.06,4.09,0.94,75,677
2026,8,XD_8170_AZ_Chandler.AVBV,11583.12,3.27,2.28,3.18,29.54,0.92,240,3543
2026,8,XD_8130_AK_Anchorage.WPXC,4235.62,5.88,2.27,2.85,21.61,0.92,135,720
2026,8,XD_8160_NJ_Carlstadt.YZER,3649.56,1.89,2.16,2.62,21.05,0.91,165,1932
2026,8,XD_8165_KS_Emporia.CAPL,851.4,13.1,1.52,39.16,39.16,0.82,25,65
2026,8,XD_8160_MA_ChelmsfordCMOP.YZER,1.21,0.01,0.01,0.01,0.02,0.18,15,98
2026,8,XD_8115_TX_SanAntonioHEB.YZER,0.06,0.0,0.0,0.0,0.0,0.0,15,654
