,JOB_ID,ROUTE_ID,CNSLDTN_ID,FILL_DC_CD,DC_CD,ASN_TYPE_CD,ASN_TYPE_DESC,DELIVERY_TYPE,CARRIER_SCAC_NAME,CARRIER_SCAC_CD,DLVRY_ACTL_DATETIME,DELIVERY_SEQ,TOTAL_RATE,TOPSIDE_COST,LASTMILE_TOTAL_COST,LASTMILE_BASE_COST,LASTMILE_FUEL_COST,LASTMILE_MISC_COST,STOP_COUNT_VAL_ROUTE_LVL,TOTE_COUNT_VAL_ROUTE_LVL,STOP_COUNT_VAL,TOTE_COUNT_VAL,ROUTE_COUNT_VAL,DISTANCE_VAL,helper column,delivery date,year,month,stop helper,dist stop flag,_rc_total,_fm_cnt,cost per stop,cost_per_stop_excl_ts,ts week start,ts week end,ts week,ts key,_ts_stop_eligible,ts daily cons key,ts daily distinct stop flag,_ts_total,_ts_cnt,ts_rate_per_stop,ts cps stop flag,ts_cost_per_stop,delivery stop flag,route_stop_count,fill_dc_stop_count
412,Z-3563288,8163_G04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-04 23:59:59,0,0.0,0.0,0.0,,0.0,,6.0,18.0,6.0,18.0,1.0,1.0,8163_G04|XD_8162_OH_CLEVELAND.YZER|20260504,2026-05-04,2026,5,8163_G04|XD_8162_OH_CLEVELAND.YZER|20260504|RETURN,1,0.0,1.0,0.0,0.0,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,False,,0,40361.55,559,72.2031305903399,0,0.0,0,1,2625
413,Z-3563088,8163_H05,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-04 23:59:59,0,0.0,0.0,0.0,,0.0,,8.0,28.0,8.0,28.0,1.0,1.0,8163_H05|XD_8162_OH_CLEVELAND.YZER|20260504,2026-05-04,2026,5,8163_H05|XD_8162_OH_CLEVELAND.YZER|20260504|RETURN,1,0.0,0.0,0.0,0.0,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,False,,0,40361.55,559,72.2031305903399,0,0.0,0,0,2625
414,Z-3559512,8163_G07,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-01 23:59:59,0,0.0,0.0,0.0,,0.0,,8.0,15.0,8.0,15.0,1.0,1.0,8163_G07|XD_8162_OH_CLEVELAND.YZER|20260501,2026-05-01,2026,5,8163_G07|XD_8162_OH_CLEVELAND.YZER|20260501|RETURN,1,0.0,1.0,0.0,0.0,2026-04-27,2026-05-03,2026-04-27 / 2026-05-03,XD_8162_OH_CLEVELAND.YZER|20260427,False,,0,0.0,114,0.0,0,0.0,0,1,2625
415,8162-G07-005-386053-260505,8162_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G07|XD_8162_OH_CLEVELAND.YZER|20260505,2026-05-05,2026,5,8162_G07|XD_8162_OH_CLEVELAND.YZER|20260505|5,0,297.44,8.0,0.0,0.0,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260505|C_599132,0,40361.55,559,72.2031305903399,0,0.0,0,8,2625
416,Z-3559605,8162_H02,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-01 23:59:59,0,325.13,0.0,325.13,283.0,32.22,9.91,,,,,1.0,1.0,8162_H02|XD_8162_OH_CLEVELAND.YZER|20260501,2026-05-01,2026,5,8162_H02|XD_8162_OH_CLEVELAND.YZER|20260501|RETURN,1,325.13,10.0,0.0,0.0,2026-04-27,2026-05-03,2026-04-27 / 2026-05-03,XD_8162_OH_CLEVELAND.YZER|20260427,False,,0,0.0,114,0.0,0,0.0,0,10,2625
417,8162-G01-035-390526-260504,8162_G01,C_390526,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,35,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G01|XD_8162_OH_CLEVELAND.YZER|20260504,2026-05-04,2026,5,8162_G01|XD_8162_OH_CLEVELAND.YZER|20260504|35,1,248.76,7.0,107.74027344748275,35.537142857142854,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260504|C_390526,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,7,2625
418,8162-H02-035-340423-260505,8162_H02,C_340423,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,35,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H02|XD_8162_OH_CLEVELAND.YZER|20260505,2026-05-05,2026,5,8162_H02|XD_8162_OH_CLEVELAND.YZER|20260505|35,1,325.13,8.0,112.8443805903399,40.64125,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260505|C_340423,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,8,2625
419,Z-3583709,8163_G01,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-11 23:59:59,0,0.0,0.0,0.0,,0.0,,5.0,26.0,5.0,26.0,1.0,1.0,8163_G01|XD_8162_OH_CLEVELAND.YZER|20260511,2026-05-11,2026,5,8163_G01|XD_8162_OH_CLEVELAND.YZER|20260511|RETURN,1,0.0,1.0,0.0,0.0,2026-05-11,2026-05-17,2026-05-11 / 2026-05-17,XD_8162_OH_CLEVELAND.YZER|20260511,False,,0,39180.62,561,69.84067736185384,0,0.0,0,1,2625
420,Z-3587681,8163_G09,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-12 23:59:59,0,0.0,0.0,0.0,,0.0,,8.0,27.0,8.0,27.0,1.0,1.0,8163_G09|XD_8162_OH_CLEVELAND.YZER|20260512,2026-05-12,2026,5,8163_G09|XD_8162_OH_CLEVELAND.YZER|20260512|RETURN,1,0.0,1.0,0.0,0.0,2026-05-11,2026-05-17,2026-05-11 / 2026-05-17,XD_8162_OH_CLEVELAND.YZER|20260511,False,,0,39180.62,561,69.84067736185384,0,0.0,0,1,2625
421,8162-G07-005-050649-260505,8162_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G07|XD_8162_OH_CLEVELAND.YZER|20260505,2026-05-05,2026,5,8162_G07|XD_8162_OH_CLEVELAND.YZER|20260505|5,0,297.44,8.0,0.0,0.0,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260505|C_599132,0,40361.55,559,72.2031305903399,0,0.0,0,8,2625
422,Z-3613082,8163_G09,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-20 23:59:59,0,0.0,0.0,0.0,,0.0,,8.0,24.0,8.0,24.0,1.0,1.0,8163_G09|XD_8162_OH_CLEVELAND.YZER|20260520,2026-05-20,2026,5,8163_G09|XD_8162_OH_CLEVELAND.YZER|20260520|RETURN,1,0.0,0.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,False,,0,41481.62,561,73.94228163992871,0,0.0,0,0,2625
423,Z-3621501,8163_GX4,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-22 23:59:59,0,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,8163_GX4|XD_8162_OH_CLEVELAND.YZER|20260522,2026-05-22,2026,5,8163_GX4|XD_8162_OH_CLEVELAND.YZER|20260522|RETURN,1,0.0,0.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,False,,0,41481.62,561,73.94228163992871,0,0.0,0,0,2625
424,8162-G07-020-235209-260505,8162_G07,C_235209,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G07|XD_8162_OH_CLEVELAND.YZER|20260505,2026-05-05,2026,5,8162_G07|XD_8162_OH_CLEVELAND.YZER|20260505|20,1,297.44,8.0,109.3831305903399,37.18,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260505|C_235209,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,8,2625
425,Z-3616190,8163_G02,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-21 23:59:59,0,0.0,0.0,0.0,,0.0,,6.0,185.0,6.0,185.0,1.0,1.0,8163_G02|XD_8162_OH_CLEVELAND.YZER|20260521,2026-05-21,2026,5,8163_G02|XD_8162_OH_CLEVELAND.YZER|20260521|RETURN,1,0.0,4.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,False,,0,41481.62,561,73.94228163992871,0,0.0,0,4,2625
426,Z-3608234,8162_GX4,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-19 23:59:59,0,0.0,0.0,0.0,,0.0,,1.0,6.0,1.0,6.0,1.0,1.0,8162_GX4|XD_8162_OH_CLEVELAND.YZER|20260519,2026-05-19,2026,5,8162_GX4|XD_8162_OH_CLEVELAND.YZER|20260519|RETURN,1,0.0,0.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,False,,0,41481.62,561,73.94228163992871,0,0.0,0,0,2625
427,8162-H06-005-905176-260505,8162_H06,C_905176,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260505,2026-05-05,2026,5,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260505|5,1,269.99,6.0,117.20146392367323,44.998333333333335,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260505|C_905176,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,6,2625
428,Z-3631978,8162_HX5,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-28 23:59:59,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,8162_HX5|XD_8162_OH_CLEVELAND.YZER|20260528,2026-05-28,2026,5,8162_HX5|XD_8162_OH_CLEVELAND.YZER|20260528|RETURN,1,0.0,1.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,False,,0,40317.08,449,89.79305122494432,0,0.0,0,1,2625
429,Z-3636787,8163_H01,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-29 23:59:59,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,8163_H01|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8163_H01|XD_8162_OH_CLEVELAND.YZER|20260529|RETURN,1,0.0,0.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,False,,0,40317.08,449,89.79305122494432,0,0.0,0,0,2625
430,8162-H01-060-807917-260527,8162_H01,C_807917,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,60,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260527,2026-05-27,2026,5,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260527|60,1,252.5,10.0,115.04305122494432,25.25,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260527|C_807917,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
431,8162-H05-015-134985-260529,8162_H05,C_134985,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,15,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H05|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8162_H05|XD_8162_OH_CLEVELAND.YZER|20260529|15,1,296.03,8.0,126.79680122494432,37.00375,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260529|C_134985,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,8,2625
432,8162-H01-020-446373-260528,8162_H01,C_446373,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260528,2026-05-28,2026,5,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260528|20,1,252.5,10.0,115.04305122494432,25.25,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260528|C_446373,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
433,8162-G05-001-441221-260529,8162_G05,C_441221,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,1,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260529|1,1,336.66,10.0,123.45905122494432,33.666000000000004,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260529|C_441221,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
434,8162-G03-020-667610-260526,8162_G03,C_667610,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260526,2026-05-26,2026,5,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260526|20,1,374.32,9.0,131.38416233605543,41.59111111111111,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260526|C_667610,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,9,2625
435,8162-G06-020-133946-260527,8162_G06,C_133946,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G06|XD_8162_OH_CLEVELAND.YZER|20260527,2026-05-27,2026,5,8162_G06|XD_8162_OH_CLEVELAND.YZER|20260527|20,1,382.08,7.0,144.37590836780146,54.582857142857144,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260527|C_133946,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,7,2625
436,8163-G02-005-071322-260528,8163_G02,C_713914,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8163_G02|XD_8162_OH_CLEVELAND.YZER|20260528,2026-05-28,2026,5,8163_G02|XD_8162_OH_CLEVELAND.YZER|20260528|5,1,0.0,3.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260528|C_713914,1,40317.08,449,89.79305122494432,0,0.0,1,3,2625
437,8162-H02-040-407917-260527,8162_H02,C_407917,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,40,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H02|XD_8162_OH_CLEVELAND.YZER|20260527,2026-05-27,2026,5,8162_H02|XD_8162_OH_CLEVELAND.YZER|20260527|40,1,333.92,10.0,123.18505122494432,33.392,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260527|C_407917,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
438,8162-H04-020-274850-260529,8162_H04,C_274850,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H04|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8162_H04|XD_8162_OH_CLEVELAND.YZER|20260529|20,1,271.33,9.0,119.9408290027221,30.147777777777776,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260529|C_274850,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,9,2625
439,8162-G02-020-096440-260527,8162_G02,C_598488,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G02|XD_8162_OH_CLEVELAND.YZER|20260527,2026-05-27,2026,5,8162_G02|XD_8162_OH_CLEVELAND.YZER|20260527|20,0,442.47,8.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260527|C_598488,0,40317.08,449,89.79305122494432,0,0.0,0,8,2625
440,Z-3624571,8162_G03,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-26 23:59:59,0,374.32,0.0,374.32,338.0,24.49,11.83,,,,,1.0,1.0,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260526,2026-05-26,2026,5,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260526|RETURN,1,374.32,9.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,False,,0,40317.08,449,89.79305122494432,0,0.0,0,9,2625
441,Z-3624450,8162_H03,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-26 23:59:59,0,300.12,0.0,300.12,271.0,19.63,9.49,,,,,1.0,1.0,8162_H03|XD_8162_OH_CLEVELAND.YZER|20260526,2026-05-26,2026,5,8162_H03|XD_8162_OH_CLEVELAND.YZER|20260526|RETURN,1,300.12,5.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,False,,0,40317.08,449,89.79305122494432,0,0.0,0,5,2625
442,8162-G07-020-235209-260529,8162_G07,C_235209,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G07|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8162_G07|XD_8162_OH_CLEVELAND.YZER|20260529|20,1,304.55,7.0,133.3001940820872,43.50714285714286,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260529|C_235209,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,7,2625
443,8162-H05-060-446021-260529,8162_H05,C_446021,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,60,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H05|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8162_H05|XD_8162_OH_CLEVELAND.YZER|20260529|60,1,296.03,8.0,126.79680122494432,37.00375,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260529|C_446021,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,8,2625
444,8162-H02-055-195053-260529,8162_H02,C_195053,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,55,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H02|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8162_H02|XD_8162_OH_CLEVELAND.YZER|20260529|55,1,332.45,9.0,126.73194011383322,36.93888888888889,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260529|C_195053,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,9,2625
445,8162-G05-005-221190-260528,8162_G05,C_441221,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260528,2026-05-28,2026,5,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260528|5,1,336.66,10.0,123.45905122494432,33.666000000000004,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260528|C_441221,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
446,8162-G06-026-289530-260528,8162_G06,C_289522,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,26,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G06|XD_8162_OH_CLEVELAND.YZER|20260528,2026-05-28,2026,5,8162_G06|XD_8162_OH_CLEVELAND.YZER|20260528|26,1,382.08,7.0,54.582857142857144,54.582857142857144,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260528|C_289522,0,40317.08,449,89.79305122494432,0,0.0,1,7,2625
447,8163-G06-026-289530-260527,8163_G06,C_289522,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,26,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8163_G06|XD_8162_OH_CLEVELAND.YZER|20260527,2026-05-27,2026,5,8163_G06|XD_8162_OH_CLEVELAND.YZER|20260527|26,1,0.0,3.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260527|C_289522,1,40317.08,449,89.79305122494432,0,0.0,1,3,2625
448,8162-G05-002-642013-260526,8162_G05,C_219681,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,2,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260526,2026-05-26,2026,5,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260526|2,1,336.66,9.0,127.19971789161099,37.406666666666666,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260526|C_219681,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,9,2625
449,8163-G05-005-221190-260528,8163_G05,C_441221,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8163_G05|XD_8162_OH_CLEVELAND.YZER|20260528,2026-05-28,2026,5,8163_G05|XD_8162_OH_CLEVELAND.YZER|20260528|5,1,0.0,1.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260528|C_441221,0,40317.08,449,89.79305122494432,0,0.0,1,1,2625
450,8162-H01-035-865326-260527,8162_H01,C_865326,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,35,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260527,2026-05-27,2026,5,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260527|35,1,252.5,10.0,115.04305122494432,25.25,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260527|C_865326,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
451,8162-H06-010-151574-260528,8162_H06,C_151568,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,10,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260528,2026-05-28,2026,5,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260528|10,1,276.07,6.0,135.80471789161098,46.01166666666666,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260528|C_151568,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,6,2625
