,JOB_ID,ROUTE_ID,CNSLDTN_ID,FILL_DC_CD,DC_CD,ASN_TYPE_CD,ASN_TYPE_DESC,DELIVERY_TYPE,CARRIER_SCAC_NAME,CARRIER_SCAC_CD,DLVRY_ACTL_DATETIME,DELIVERY_SEQ,TOTAL_RATE,TOPSIDE_COST,LASTMILE_TOTAL_COST,LASTMILE_BASE_COST,LASTMILE_FUEL_COST,LASTMILE_MISC_COST,STOP_COUNT_VAL_ROUTE_LVL,TOTE_COUNT_VAL_ROUTE_LVL,STOP_COUNT_VAL,TOTE_COUNT_VAL,ROUTE_COUNT_VAL,DISTANCE_VAL,helper column,delivery date,year,month,stop helper,dist stop flag,_rc_total,_fm_cnt,cost per stop,cost_per_stop_excl_ts,ts week start,ts week end,ts week,ts key,_ts_stop_eligible,ts daily cons key,ts daily distinct stop flag,_ts_total,_ts_cnt,ts_rate_per_stop,ts cps stop flag,ts_cost_per_stop,delivery stop flag,route_stop_count,fill_dc_stop_count
0,8162-G04-017-286184-260504,8162_G04,C_286184,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,17,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260504,2026-05-04,2026,5,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260504|17,1,268.23,8.0,105.7318805903399,33.52875,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260504|C_286184,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,8,2625
1,8162-H01-015-444602-260505,8162_H01,C_444763,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,15,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260505,2026-05-05,2026,5,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260505|15,1,246.6,10.0,96.86313059033989,24.66,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260505|C_444763,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,10,2625
2,8162-H02-025-134412-260504,8162_H02,C_134412,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,25,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H02|XD_8162_OH_CLEVELAND.YZER|20260504,2026-05-04,2026,5,8162_H02|XD_8162_OH_CLEVELAND.YZER|20260504|25,1,325.13,10.0,104.7161305903399,32.513,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260504|C_134412,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,10,2625
3,8162-G06-020-230842-260504,8162_G06,C_133946,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G06|XD_8162_OH_CLEVELAND.YZER|20260504,2026-05-04,2026,5,8162_G06|XD_8162_OH_CLEVELAND.YZER|20260504|20,1,373.15,6.0,134.39479725700656,62.19166666666666,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260504|C_133946,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,6,2625
4,8162-G05-045-237260-260504,8162_G05,C_245718,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,45,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260504,2026-05-04,2026,5,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260504|45,1,328.8,9.0,108.73646392367323,36.53333333333333,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260504|C_245718,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,9,2625
5,8162-H03-020-415745-260504,8162_H03,C_415745,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H03|XD_8162_OH_CLEVELAND.YZER|20260504,2026-05-04,2026,5,8162_H03|XD_8162_OH_CLEVELAND.YZER|20260504|20,1,293.11,5.0,130.82513059033988,58.622,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260504|C_415745,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,5,2625
6,Z-3562924,8162_G04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-04 23:59:59,0,268.23,0.0,268.23,248.0,11.55,8.68,,,,,1.0,1.0,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260504,2026-05-04,2026,5,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260504|RETURN,1,268.23,8.0,0.0,0.0,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,False,,0,40361.55,559,72.2031305903399,0,0.0,0,8,2625
7,8162-H02-020-134501-260504,8162_H02,C_134501,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H02|XD_8162_OH_CLEVELAND.YZER|20260504,2026-05-04,2026,5,8162_H02|XD_8162_OH_CLEVELAND.YZER|20260504|20,1,325.13,10.0,104.7161305903399,32.513,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260504|C_134501,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,10,2625
8,8162-H06-010-151574-260505,8162_H06,C_151568,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,10,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260505,2026-05-05,2026,5,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260505|10,1,269.99,6.0,117.20146392367323,44.998333333333335,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260505|C_151568,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,6,2625
9,Z-3592619,8162_HX5,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-13 23:59:59,0,0.0,0.0,0.0,,0.0,,1.0,6.0,1.0,6.0,1.0,1.0,8162_HX5|XD_8162_OH_CLEVELAND.YZER|20260513,2026-05-13,2026,5,8162_HX5|XD_8162_OH_CLEVELAND.YZER|20260513|RETURN,1,0.0,0.0,0.0,0.0,2026-05-11,2026-05-17,2026-05-11 / 2026-05-17,XD_8162_OH_CLEVELAND.YZER|20260511,False,,0,39180.62,561,69.84067736185384,0,0.0,0,0,2625
10,Z-3603773,8163_G09,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-18 23:59:59,0,0.0,0.0,0.0,,0.0,,9.0,38.0,9.0,38.0,1.0,1.0,8163_G09|XD_8162_OH_CLEVELAND.YZER|20260518,2026-05-18,2026,5,8163_G09|XD_8162_OH_CLEVELAND.YZER|20260518|RETURN,1,0.0,1.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,False,,0,41481.62,561,73.94228163992871,0,0.0,0,1,2625
11,Z-3608675,8163_G05,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-19 23:59:59,0,0.0,0.0,0.0,,0.0,,8.0,19.0,8.0,19.0,1.0,1.0,8163_G05|XD_8162_OH_CLEVELAND.YZER|20260519,2026-05-19,2026,5,8163_G05|XD_8162_OH_CLEVELAND.YZER|20260519|RETURN,1,0.0,1.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,False,,0,41481.62,561,73.94228163992871,0,0.0,0,1,2625
12,Z-3608141,8162_HX5,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-19 23:59:59,0,0.0,0.0,0.0,,0.0,,1.0,3.0,1.0,3.0,1.0,1.0,8162_HX5|XD_8162_OH_CLEVELAND.YZER|20260519,2026-05-19,2026,5,8162_HX5|XD_8162_OH_CLEVELAND.YZER|20260519|RETURN,1,0.0,0.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,False,,0,41481.62,561,73.94228163992871,0,0.0,0,0,2625
13,Z-3613083,8163_G07,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-20 23:59:59,0,0.0,0.0,0.0,,0.0,,6.0,14.0,6.0,14.0,1.0,1.0,8163_G07|XD_8162_OH_CLEVELAND.YZER|20260520,2026-05-20,2026,5,8163_G07|XD_8162_OH_CLEVELAND.YZER|20260520|RETURN,1,0.0,1.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,False,,0,41481.62,561,73.94228163992871,0,0.0,0,1,2625
14,Z-3624646,8163_G09,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-26 23:59:59,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,8163_G09|XD_8162_OH_CLEVELAND.YZER|20260526,2026-05-26,2026,5,8163_G09|XD_8162_OH_CLEVELAND.YZER|20260526|RETURN,1,0.0,1.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,False,,0,40317.08,449,89.79305122494432,0,0.0,0,1,2625
15,Z-3627729,8163_G02,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-27 23:59:59,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,8163_G02|XD_8162_OH_CLEVELAND.YZER|20260527,2026-05-27,2026,5,8163_G02|XD_8162_OH_CLEVELAND.YZER|20260527|RETURN,1,0.0,2.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,False,,0,40317.08,449,89.79305122494432,0,0.0,0,2,2625
16,8162-G09-028-093545-260505,8162_G09,C_093545,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,28,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G09|XD_8162_OH_CLEVELAND.YZER|20260505,2026-05-05,2026,5,8162_G09|XD_8162_OH_CLEVELAND.YZER|20260505|28,1,270.39,9.0,102.24646392367323,30.043333333333333,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260505|C_093545,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,9,2625
17,Z-3631977,8162_HX2,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-28 23:59:59,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,8162_HX2|XD_8162_OH_CLEVELAND.YZER|20260528,2026-05-28,2026,5,8162_HX2|XD_8162_OH_CLEVELAND.YZER|20260528|RETURN,1,0.0,0.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,False,,0,40317.08,449,89.79305122494432,0,0.0,0,0,2625
18,Z-3636786,8163_H06,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-29 23:59:59,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,8163_H06|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8163_H06|XD_8162_OH_CLEVELAND.YZER|20260529|RETURN,1,0.0,2.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,False,,0,40317.08,449,89.79305122494432,0,0.0,0,2,2625
19,Z-3636793,8163_G04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-29 23:59:59,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,8163_G04|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8163_G04|XD_8162_OH_CLEVELAND.YZER|20260529|RETURN,1,0.0,1.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,False,,0,40317.08,449,89.79305122494432,0,0.0,0,1,2625
20,8162-G09-001-289513-260527,8162_G09,C_289513,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,1,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G09|XD_8162_OH_CLEVELAND.YZER|20260527,2026-05-27,2026,5,8162_G09|XD_8162_OH_CLEVELAND.YZER|20260527|1,1,276.86,10.0,117.47905122494433,27.686,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260527|C_289513,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
21,8162-H01-010-446212-260528,8162_H01,C_446212,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,10,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260528,2026-05-28,2026,5,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260528|10,1,252.5,10.0,115.04305122494432,25.25,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260528|C_446212,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
22,8162-G05-006-905419-260529,8162_G05,C_061312,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,6,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260529|6,1,336.66,10.0,123.45905122494432,33.666000000000004,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260529|C_061312,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
23,8162-H05-055-925913-260528,8162_H05,C_925913,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,55,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H05|XD_8162_OH_CLEVELAND.YZER|20260528,2026-05-28,2026,5,8162_H05|XD_8162_OH_CLEVELAND.YZER|20260528|55,1,296.03,7.0,132.0830512249443,42.29,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260528|C_925913,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,7,2625
24,8162-G01-015-273236-260527,8162_G01,C_273236,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,15,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G01|XD_8162_OH_CLEVELAND.YZER|20260527,2026-05-27,2026,5,8162_G01|XD_8162_OH_CLEVELAND.YZER|20260527|15,1,254.71,7.0,126.18019408208718,36.387142857142855,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260527|C_273236,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,7,2625
25,8162-G05-035-414946-260528,8162_G05,C_414946,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,35,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260528,2026-05-28,2026,5,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260528|35,1,336.66,10.0,123.45905122494432,33.666000000000004,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260528|C_414946,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
26,8162-G03-030-724609-260526,8162_G03,C_724609,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,30,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260526,2026-05-26,2026,5,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260526|30,1,374.32,9.0,131.38416233605543,41.59111111111111,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260526|C_724609,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,9,2625
27,8162-G06-015-719738-260529,8162_G06,C_065363,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,15,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G06|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8162_G06|XD_8162_OH_CLEVELAND.YZER|20260529|15,1,382.08,7.0,144.37590836780146,54.582857142857144,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260529|C_065363,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,7,2625
28,8162-G09-028-093545-260527,8162_G09,C_093545,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,28,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G09|XD_8162_OH_CLEVELAND.YZER|20260527,2026-05-27,2026,5,8162_G09|XD_8162_OH_CLEVELAND.YZER|20260527|28,1,276.86,10.0,117.47905122494433,27.686,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260527|C_093545,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
29,8162-G09-002-289527-260527,8162_G09,C_289527,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,2,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G09|XD_8162_OH_CLEVELAND.YZER|20260527,2026-05-27,2026,5,8162_G09|XD_8162_OH_CLEVELAND.YZER|20260527|2,1,276.86,10.0,117.47905122494433,27.686,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260527|C_289527,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
30,8162-H06-020-431045-260529,8162_H06,C_717269,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260529|20,1,276.07,6.0,135.80471789161098,46.01166666666666,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260529|C_717269,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,6,2625
31,8162-H04-005-433761-260528,8162_H04,C_435532,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H04|XD_8162_OH_CLEVELAND.YZER|20260528,2026-05-28,2026,5,8162_H04|XD_8162_OH_CLEVELAND.YZER|20260528|5,1,271.33,8.0,123.70930122494431,33.91625,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260528|C_435532,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,8,2625
32,8162-G02-030-289502-260527,8162_G02,C_289502,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,30,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G02|XD_8162_OH_CLEVELAND.YZER|20260527,2026-05-27,2026,5,8162_G02|XD_8162_OH_CLEVELAND.YZER|20260527|30,1,442.47,8.0,145.10180122494432,55.30875,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260527|C_289502,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,8,2625
33,8162-H01-015-444602-260528,8162_H01,C_444763,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,15,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260528,2026-05-28,2026,5,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260528|15,1,252.5,10.0,115.04305122494432,25.25,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260528|C_444763,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
34,8162-H01-040-093505-260529,8162_H01,C_093505,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,40,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260529|40,1,252.5,10.0,115.04305122494432,25.25,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260529|C_093505,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
35,8162-H06-010-151572-260529,8162_H06,C_151568,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,10,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260529|10,1,276.07,6.0,135.80471789161098,46.01166666666666,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260529|C_151568,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,6,2625
36,8162-H01-045-924410-260528,8162_H01,C_924410,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,45,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260528,2026-05-28,2026,5,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260528|45,1,252.5,10.0,115.04305122494432,25.25,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260528|C_924410,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,10,2625
37,8162-G02-065-406255-260529,8162_G02,C_406255,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,65,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G02|XD_8162_OH_CLEVELAND.YZER|20260529,2026-05-29,2026,5,8162_G02|XD_8162_OH_CLEVELAND.YZER|20260529|65,1,440.53,9.0,138.74082900272208,48.94777777777777,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260529|C_406255,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,9,2625
38,8163-G07-005-386053-260526,8163_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8163_G07|XD_8162_OH_CLEVELAND.YZER|20260526,2026-05-26,2026,5,8163_G07|XD_8162_OH_CLEVELAND.YZER|20260526|5,1,0.0,1.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260526|C_599132,1,40317.08,449,89.79305122494432,0,0.0,1,1,2625
39,8162-G03-030-724609-260527,8162_G03,C_724609,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,30,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260527,2026-05-27,2026,5,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260527|30,1,374.32,9.0,131.38416233605543,41.59111111111111,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260527|C_724609,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,9,2625
