,JOB_ID,ROUTE_ID,CNSLDTN_ID,FILL_DC_CD,DC_CD,ASN_TYPE_CD,ASN_TYPE_DESC,DELIVERY_TYPE,CARRIER_SCAC_NAME,CARRIER_SCAC_CD,DLVRY_ACTL_DATETIME,DELIVERY_SEQ,TOTAL_RATE,TOPSIDE_COST,LASTMILE_TOTAL_COST,LASTMILE_BASE_COST,LASTMILE_FUEL_COST,LASTMILE_MISC_COST,STOP_COUNT_VAL_ROUTE_LVL,TOTE_COUNT_VAL_ROUTE_LVL,STOP_COUNT_VAL,TOTE_COUNT_VAL,ROUTE_COUNT_VAL,DISTANCE_VAL
805,8162-G03-005-723011-260526,8162_G03,C_810447,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
806,8162-H06-015-415508-260528,8162_H06,C_433600,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
807,Z-3627791,8162_H06,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-27 23:59:59,000,277.28,0.0,277.28,235.0,34.05,8.23,,,,,1.0,1.0
808,8162-G05-002-642013-260528,8162_G05,C_219681,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,002,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
809,8162-H04-005-433761-260527,8162_H04,C_435532,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
810,8162-G01-025-371496-260529,8162_G01,C_371496,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
811,8162-G02-040-244530-260526,8162_G02,C_017375,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
812,8162-H01-040-093494-260529,8162_H01,C_093505,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
813,Z-3624492,8163_GX0,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-26 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
814,Z-3627782,8162_H04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-27 23:59:59,000,271.33,0.0,271.33,245.0,17.75,8.58,,,,,1.0,1.0
815,Z-3632012,8162_H06,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-28 23:59:59,000,276.07,0.0,276.07,235.0,32.84,8.23,,,,,1.0,1.0
816,8162-G05-006-224266-260528,8162_G05,C_061312,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,006,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
817,8163-G07-005-589418-260526,8163_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
818,8162-G03-025-296317-260529,8162_G03,C_296317,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
819,Z-3624588,8162_G05,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-26 23:59:59,000,336.66,0.0,336.66,304.0,22.02,10.64,,,,,1.0,1.0
820,Z-3627765,8162_G06,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-27 23:59:59,000,382.08,0.0,382.08,345.0,25.0,12.08,,,,,1.0,1.0
821,8162-G05-045-245718-260527,8162_G05,C_245718,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,045,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
822,8162-H02-050-579755-260527,8162_H02,C_579755,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,050,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
823,8162-G02-010-433278-260528,8162_G02,C_433278,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
824,8163-G02-005-071322-260529,8163_G02,C_713914,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
825,Z-3624469,8162_H04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-26 23:59:59,000,271.33,0.0,271.33,245.0,17.75,8.58,,,,,1.0,1.0
826,8162-H05-005-265407-260528,8162_H05,C_224273,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
827,8162-G02-050-140655-260529,8162_G02,C_433278,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,050,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
828,8162-H05-015-134985-260528,8162_H05,C_134985,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
829,8162-H01-040-093494-260514,8162_H01,C_093505,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-14 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
830,8162-G04-010-833539-260512,8162_G04,C_833539,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-12 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
831,8162-H06-010-151578-260511,8162_H06,C_151568,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
832,8162-G06-015-151561-260511,8162_G06,C_065363,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
833,8162-G03-005-070610-260511,8162_G03,C_810447,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
834,8162-H06-015-173338-260508,8162_H06,C_433600,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-08 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
835,8162-G03-010-256130-260507,8162_G03,C_223285,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-07 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
836,8162-G07-010-134526-260506,8162_G07,C_134526,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
837,Z-3587636,8162_G09,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-12 23:59:59,000,276.86,0.0,276.86,250.0,18.11,8.75,,,,,1.0,1.0
838,8162-H03-020-415745-260514,8162_H03,C_415745,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-14 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
839,8162-H05-050-721852-260512,8162_H05,C_721852,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-12 23:59:59,050,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
840,8162-G01-005-209001-260513,8162_G01,C_436015,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-13 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
841,8162-H05-020-304538-260507,8162_H05,C_304538,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-07 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
842,8162-H04-010-146265-260506,8162_H04,C_146265,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
843,8163-G04-006-712383-260514,8163_G04,C_712383,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-14 23:59:59,006,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
844,8162-H01-050-362140-260515,8162_H01,C_362140,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-15 23:59:59,050,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
845,8162-G03-015-584757-260518,8162_G03,C_864840,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
846,8162-G05-006-905419-260515,8162_G05,C_061312,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-15 23:59:59,006,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
847,8162-G04-010-786357-260515,8162_G04,C_833539,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-15 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
848,8162-H02-045-624058-260515,8162_H02,C_624058,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-15 23:59:59,045,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
849,8162-G06-035-134431-260518,8162_G06,C_134431,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,035,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
850,8163-G05-001-429087-260518,8163_G05,C_441221,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,001,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
851,8162-H02-045-624058-260518,8162_H02,C_624058,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,045,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
852,8162-G09-017-444117-260508,8162_G09,C_444117,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-08 23:59:59,017,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
853,8162-H01-035-865326-260507,8162_H01,C_865326,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-07 23:59:59,035,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
854,8162-G09-013-286750-260514,8162_G09,C_286750,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-14 23:59:59,013,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
855,8163-G01-005-050647-260514,8163_G01,C_436015,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-14 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
856,8162-G03-040-386380-260508,8162_G03,C_386380,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-08 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
857,8162-G07-042-314668-260513,8162_G07,C_905014,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-13 23:59:59,042,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
858,8162-G09-028-093539-260514,8162_G09,C_093545,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-14 23:59:59,028,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
859,8162-G07-005-599132-260513,8162_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-13 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
860,8163-G01-005-436015-260514,8163_G01,C_436015,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-14 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
861,8162-G03-035-777727-260508,8162_G03,C_777727,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-08 23:59:59,035,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
862,8162-H05-035-259008-260506,8162_H05,C_259008,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,035,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
863,8162-G07-030-995737-260506,8162_G07,C_995737,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,030,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
864,8163-G06-026-289530-260512,8163_G06,C_289522,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-12 23:59:59,026,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
865,8162-G09-058-753911-260511,8162_G09,C_753911,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,058,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
866,8162-G02-050-140655-260511,8162_G02,C_433278,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,050,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
867,8162-G07-005-599132-260507,8162_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-07 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
868,8162-G09-017-444117-260512,8162_G09,C_444117,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-12 23:59:59,017,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
869,8162-H06-010-151578-260512,8162_H06,C_151568,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-12 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
870,8162-G03-015-864840-260519,8162_G03,C_864840,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-19 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
871,8162-G05-005-221190-260504,8162_G05,C_441221,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
872,8162-H06-010-151570-260505,8162_H06,C_151568,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
873,8162-H05-060-446021-260505,8162_H05,C_446021,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,060,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
874,8162-G06-035-134431-260505,8162_G06,C_134431,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,035,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
875,8162-G06-025-289522-260504,8162_G06,C_289522,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
876,8163-H06-015-631172-260505,8163_H06,C_433600,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
877,8163-G04-006-712383-260504,8163_G04,C_712383,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,006,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
878,Z-3583718,8163_G05,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-11 23:59:59,000,,0.0,,,0.0,,8.0,26.0,8.0,26.0,1.0,1.0
879,Z-3583472,8162_GX4,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-11 23:59:59,000,,0.0,,,0.0,,1.0,7.0,1.0,7.0,1.0,1.0
880,8162-H06-020-431045-260505,8162_H06,C_717269,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
881,Z-3600169,8163_H05,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-15 23:59:59,000,,0.0,,,0.0,,8.0,14.0,8.0,14.0,1.0,1.0
882,Z-3613087,8163_G05,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-20 23:59:59,000,,0.0,,,0.0,,9.0,22.0,9.0,22.0,1.0,1.0
883,8162-G01-005-718289-260504,8162_G01,C_436015,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
884,Z-3608341,8163_H04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-19 23:59:59,000,,0.0,,,0.0,,7.0,22.0,7.0,22.0,1.0,1.0
885,Z-3624649,8163_G04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-26 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
886,Z-3627760,8162_GX4,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-27 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
887,Z-3631955,8163_G06,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-28 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
888,8162-G06-015-719738-260505,8162_G06,C_065363,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
889,8162-H01-050-362140-260529,8162_H01,C_362140,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,050,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
890,8162-G06-010-151558-260527,8162_G06,C_151558,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
891,8162-H01-015-444763-260527,8162_H01,C_444763,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
892,8162-G02-010-433278-260529,8162_G02,C_433278,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
893,Z-3632029,8163_GX0,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-28 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
894,8162-G02-020-128886-260527,8162_G02,C_598488,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
895,8162-G09-013-286750-260528,8162_G09,C_286750,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,013,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
896,8162-G07-060-134966-260529,8162_G07,C_134966,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,060,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
897,8163-G03-010-256130-260526,8163_G03,C_223285,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
898,8162-G05-001-441221-260528,8162_G05,C_441221,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,001,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
899,8162-H02-005-407839-260528,8162_H02,C_407839,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
900,8162-G09-058-753911-260529,8162_G09,C_753911,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,058,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
901,8162-G02-015-038361-260526,8162_G02,C_731867,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
902,8162-G03-040-386380-260526,8162_G03,C_386380,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
903,8162-H06-020-245725-260527,8162_H06,C_717269,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
904,8162-G04-005-679719-260528,8162_G04,C_712383,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
905,Z-3636835,8162_H01,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-29 23:59:59,000,252.5,0.0,252.5,228.0,16.52,7.98,,,,,1.0,1.0
906,8162-G05-025-173268-260528,8162_G05,C_173268,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
907,Z-3624356,8162_H02,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-26 23:59:59,000,333.92,0.0,333.92,283.0,41.01,9.91,,,,,1.0,1.0
908,8162-H04-005-893019-260527,8162_H04,C_435532,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
909,8162-G02-045-209162-260514,8162_G02,C_209162,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-14 23:59:59,045,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
910,8162-H01-045-924410-260511,8162_H01,C_924410,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,045,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
911,8162-G02-015-731867-260507,8162_G02,C_731867,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-07 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
912,8162-H02-050-579755-260514,8162_H02,C_579755,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-14 23:59:59,050,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
913,8162-H05-005-265407-260507,8162_H05,C_224273,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-07 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
