,JOB_ID,ROUTE_ID,CNSLDTN_ID,FILL_DC_CD,DC_CD,ASN_TYPE_CD,ASN_TYPE_DESC,DELIVERY_TYPE,CARRIER_SCAC_NAME,CARRIER_SCAC_CD,DLVRY_ACTL_DATETIME,DELIVERY_SEQ,TOTAL_RATE,TOPSIDE_COST,LASTMILE_TOTAL_COST,LASTMILE_BASE_COST,LASTMILE_FUEL_COST,LASTMILE_MISC_COST,STOP_COUNT_VAL_ROUTE_LVL,TOTE_COUNT_VAL_ROUTE_LVL,STOP_COUNT_VAL,TOTE_COUNT_VAL,ROUTE_COUNT_VAL,DISTANCE_VAL
0,8162-G04-017-286184-260504,8162_G04,C_286184,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,017,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
1,8162-H01-015-444602-260505,8162_H01,C_444763,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2,8162-H02-025-134412-260504,8162_H02,C_134412,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
3,8162-G06-020-230842-260504,8162_G06,C_133946,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
4,8162-G05-045-237260-260504,8162_G05,C_245718,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,045,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
5,8162-H03-020-415745-260504,8162_H03,C_415745,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
6,Z-3562924,8162_G04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-04 23:59:59,000,268.23,0.0,268.23,248.0,11.55,8.68,,,,,1.0,1.0
7,8162-H02-020-134501-260504,8162_H02,C_134501,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
8,8162-H06-010-151574-260505,8162_H06,C_151568,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
9,Z-3592619,8162_HX5,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-13 23:59:59,000,,0.0,,,0.0,,1.0,6.0,1.0,6.0,1.0,1.0
10,Z-3603773,8163_G09,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-18 23:59:59,000,,0.0,,,0.0,,9.0,38.0,9.0,38.0,1.0,1.0
11,Z-3608675,8163_G05,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-19 23:59:59,000,,0.0,,,0.0,,8.0,19.0,8.0,19.0,1.0,1.0
12,Z-3608141,8162_HX5,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-19 23:59:59,000,,0.0,,,0.0,,1.0,3.0,1.0,3.0,1.0,1.0
13,Z-3613083,8163_G07,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-20 23:59:59,000,,0.0,,,0.0,,6.0,14.0,6.0,14.0,1.0,1.0
14,Z-3624646,8163_G09,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-26 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
15,Z-3627729,8163_G02,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-27 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
16,8162-G09-028-093545-260505,8162_G09,C_093545,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,028,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
17,Z-3631977,8162_HX2,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-28 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
18,Z-3636786,8163_H06,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-29 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
19,Z-3636793,8163_G04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-29 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
20,8162-G09-001-289513-260527,8162_G09,C_289513,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,001,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
21,8162-H01-010-446212-260528,8162_H01,C_446212,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
22,8162-G05-006-905419-260529,8162_G05,C_061312,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,006,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
23,8162-H05-055-925913-260528,8162_H05,C_925913,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,055,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
24,8162-G01-015-273236-260527,8162_G01,C_273236,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
25,8162-G05-035-414946-260528,8162_G05,C_414946,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,035,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
26,8162-G03-030-724609-260526,8162_G03,C_724609,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,030,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
27,8162-G06-015-719738-260529,8162_G06,C_065363,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
28,8162-G09-028-093545-260527,8162_G09,C_093545,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,028,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
29,8162-G09-002-289527-260527,8162_G09,C_289527,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,002,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
30,8162-H06-020-431045-260529,8162_H06,C_717269,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
31,8162-H04-005-433761-260528,8162_H04,C_435532,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
32,8162-G02-030-289502-260527,8162_G02,C_289502,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,030,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
33,8162-H01-015-444602-260528,8162_H01,C_444763,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
34,8162-H01-040-093505-260529,8162_H01,C_093505,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
35,8162-H06-010-151572-260529,8162_H06,C_151568,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
36,8162-H01-045-924410-260528,8162_H01,C_924410,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,045,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
37,8162-G02-065-406255-260529,8162_G02,C_406255,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,065,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
38,8163-G07-005-386053-260526,8163_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
39,8162-G03-030-724609-260527,8162_G03,C_724609,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,030,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
40,8162-G01-025-371496-260528,8162_G01,C_371496,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
41,8162-G02-010-433278-260527,8162_G02,C_433278,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
42,8162-G07-005-386053-260528,8162_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
43,8162-H01-015-444763-260506,8162_H01,C_444763,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
44,8162-G03-037-426990-260511,8162_G03,C_521590,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,037,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
45,8162-H01-035-865326-260513,8162_H01,C_865326,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-13 23:59:59,035,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
46,8162-G05-035-414946-260514,8162_G05,C_414946,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-14 23:59:59,035,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
47,8162-G06-025-289522-260506,8162_G06,C_289522,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
48,Z-3580248,8162_H02,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-08 23:59:59,000,333.92,0.0,333.92,283.0,41.01,9.91,,,,,1.0,1.0
49,8162-G01-040-099634-260511,8162_G01,C_099634,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
50,8162-H06-015-631172-260514,8162_H06,C_433600,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-14 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
51,8162-G03-040-386380-260511,8162_G03,C_386380,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
52,8162-G01-005-209001-260512,8162_G01,C_436015,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-12 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
53,8162-G06-040-807750-260512,8162_G06,C_807750,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-12 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
54,8162-H01-020-446373-260518,8162_H01,C_446373,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
55,8162-G03-040-386380-260518,8162_G03,C_386380,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
56,8163-H06-020-431206-260518,8163_H06,C_717269,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
57,8163-H06-015-631172-260518,8163_H06,C_433600,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
58,8162-H06-015-173361-260518,8162_H06,C_433600,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
59,8163-G04-005-679719-260515,8163_G04,C_712383,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-15 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
60,8162-H02-015-134622-260518,8162_H02,C_134622,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
61,8162-G04-006-712383-260518,8162_G04,C_712383,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,006,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
62,8162-H06-020-431206-260518,8162_H06,C_717269,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
63,8162-G04-045-443911-260515,8162_G04,C_443911,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-15 23:59:59,045,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
64,8162-G06-015-151562-260515,8162_G06,C_065363,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-15 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
65,8162-H04-015-970222-260511,8162_H04,C_970222,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
66,8162-H06-020-717269-260506,8162_H06,C_717269,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
67,8162-G06-025-289532-260506,8162_G06,C_289522,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
68,8162-G07-005-589418-260506,8162_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
69,Z-3567591,8162_H03,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-05 23:59:59,000,293.11,0.0,293.11,271.0,12.62,9.49,,,,,1.0,1.0
70,8162-H06-015-631172-260507,8162_H06,C_433600,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-07 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
71,8162-H06-040-892876-260512,8162_H06,C_946980,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-12 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
72,8162-H04-010-146265-260513,8162_H04,C_146265,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-13 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
73,Z-3570876,8162_H04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-06 23:59:59,000,271.33,0.0,271.33,245.0,17.75,8.58,,,,,1.0,1.0
74,8162-H02-055-195053-260512,8162_H02,C_195053,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-12 23:59:59,055,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
75,8163-G01-005-718289-260514,8163_G01,C_436015,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-14 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
76,8162-G01-030-217734-260507,8162_G01,C_217734,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-07 23:59:59,030,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
77,8162-H06-020-431045-260513,8162_H06,C_717269,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-13 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
78,8162-H05-055-925913-260506,8162_H05,C_925913,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,055,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
79,8162-H02-045-624058-260508,8162_H02,C_624058,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-08 23:59:59,045,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
80,8162-H05-045-122290-260506,8162_H05,C_122290,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,045,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
81,Z-3587671,8162_G01,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-12 23:59:59,000,254.71,0.0,254.71,230.0,16.66,8.05,,,,,1.0,1.0
82,8162-G01-035-390526-260506,8162_G01,C_390526,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,035,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
83,8162-H06-010-151569-260512,8162_H06,C_151568,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-12 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
84,8162-G05-045-237260-260512,8162_G05,C_245718,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-12 23:59:59,045,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
85,Z-3570873,8162_H01,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-06 23:59:59,000,252.5,0.0,252.5,228.0,16.52,7.98,,,,,1.0,1.0
86,8162-H01-020-446373-260519,8162_H01,C_446373,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-19 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
87,8162-G04-045-443911-260511,8162_G04,C_443911,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,045,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
88,8162-H02-005-407839-260519,8162_H02,C_407839,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-19 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
89,8162-G05-030-246296-260519,8162_G05,C_610134,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-19 23:59:59,030,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
90,8162-H06-015-173352-260519,8162_H06,C_433600,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-19 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
91,8162-H02-027-376609-260519,8162_H02,C_376609,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-19 23:59:59,027,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
92,Z-3603874,8163_GX0,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-18 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
93,8162-G07-050-275462-260511,8162_G07,C_275462,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,050,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
94,8162-G02-020-198160-260520,8162_G02,C_598488,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-20 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
95,Z-3608138,8162_G07,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-19 23:59:59,000,305.98,0.0,305.98,275.0,21.35,9.63,,,,,1.0,1.0
96,8162-G05-005-221190-260520,8162_G05,C_441221,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-20 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
97,8162-H01-010-446212-260520,8162_H01,C_446212,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-20 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
98,8162-G07-005-589418-260520,8162_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-20 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
99,Z-3608148,8162_G06,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-19 23:59:59,000,383.86,0.0,383.86,345.0,26.78,12.08,,,,,1.0,1.0
100,8163-G03-037-426990-260520,8163_G03,C_521590,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-20 23:59:59,037,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
101,Z-3608169,8162_G04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-19 23:59:59,000,275.93,0.0,275.93,248.0,19.25,8.68,,,,,1.0,1.0
102,8162-G07-045-144654-260513,8162_G07,C_144654,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-13 23:59:59,045,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
103,8163-G09-028-093545-260511,8163_G09,C_093545,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,028,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
104,8162-G09-028-093545-260521,8162_G09,C_093545,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-21 23:59:59,028,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
105,Z-3580243,8162_GX0,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-08 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
106,8162-G09-002-289527-260521,8162_G09,C_289527,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-21 23:59:59,002,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
107,Z-3613022,8162_GX0,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-20 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
108,8162-H05-060-446021-260521,8162_H05,C_446021,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-21 23:59:59,060,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
